County,State,Labor Force,Employed,Unemployed,Unemployment Rate,Year
Buncombe County,NC,"139,319","135,185","4,134",3,2018
Burke County,NC,"40,579","39,133","1,446",3.6,2018
Cabarrus County,NC,"106,601","102,807","3,794",3.6,2018
Caldwell County,NC,"36,595","35,193","1,402",3.8,2018
Camden County,NC,"4,650","4,477",173,3.7,2018
Carteret County,NC,"31,755","30,386","1,369",4.3,2018
Caswell County,NC,"9,820","9,391",429,4.4,2018
Catawba County,NC,"78,802","76,041","2,761",3.5,2018
Chatham County,NC,"34,637","33,479","1,158",3.3,2018
Cherokee County,NC,"11,235","10,740",495,4.4,2018
Chowan County,NC,"5,582","5,335",247,4.4,2018
Clay County,NC,"4,111","3,933",178,4.3,2018
Cleveland County,NC,"47,966","46,071","1,895",4,2018
Columbus County,NC,"22,338","21,223","1,115",5,2018
Craven County,NC,"41,528","39,784","1,744",4.2,2018
Cumberland County,NC,"127,957","121,379","6,578",5.1,2018
Currituck County,NC,"13,633","13,141",492,3.6,2018
